epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
66,0.9383400559425354,0.17632779717445374,0.9461647629737854,0.15233324229717254
67,0.9388769888877868,0.17469095945358276,0.9472852206230163,0.14940059304237366
68,0.9387156271934509,0.17391298830509186,0.9471545505523682,0.14968923330307007
69,0.9396136403083801,0.17226937770843506,0.9471431732177734,0.14887214362621307
70,0.93944744348526,0.1720704871416092,0.9476499724388122,0.1476193290948868
71,0.9399701642990113,0.17020675361156465,0.9484670639038086,0.1463787215948105
72,0.9406678938865661,0.169261834025383,0.9486068201065063,0.14487038433551788
73,0.9408355069160461,0.1681504464149475,0.9487227201461792,0.14453208148479463
74,0.9410769820213318,0.16748306155204773,0.9482215833663941,0.14574942171573638
75,0.9416900539398193,0.16628852903842925,0.9490295481681824,0.1433568775653839
76,0.942302827835083,0.1641966497898102,0.9491284322738648,0.1429961585998535
77,0.9423201847076416,0.16416753888130187,0.9498647832870484,0.14156615018844604
78,0.9420355129241943,0.1635672491788864,0.95055340051651,0.1394490545988083
79,0.9427363729476929,0.16231618642807008,0.9498613524436951,0.14155905067920685
80,0.9434329652786255,0.1607190352678299,0.9505045413970947,0.13999244332313537
81,0.9440911865234375,0.15916170299053192,0.9509556913375854,0.13858547329902648
82,0.9437866353988648,0.1591675305366516,0.9506090974807739,0.1388145500421524
83,0.9433409142494201,0.15991478621959687,0.9508113765716553,0.13824448227882385
84,0.9442715835571289,0.1577589774131775,0.9520499968528747,0.13519926130771637
85,0.944785783290863,0.1570190405845642,0.9521931862831116,0.13507807970046998
86,0.944946014881134,0.15607509553432464,0.9521033906936646,0.13487288653850554
87,0.9457173204421997,0.15429444313049318,0.9520147609710693,0.13511320054531098
88,0.945786919593811,0.1531117868423462,0.9532204437255859,0.1321955567598343
89,0.9458650541305542,0.15322304964065553,0.9525317978858948,0.1341838663816452
90,0.9457897734642029,0.15384111523628236,0.9530533957481384,0.13180701315402985
91,0.9464275503158569,0.15168413400650024,0.9527738881111145,0.1322249126434326
92,0.9466499972343445,0.15187379121780395,0.9537954711914063,0.13070581555366517
93,0.9469210243225098,0.15046483635902405,0.9531783986091614,0.13208278596401216
94,0.9474522686004638,0.14944495916366576,0.9544477272033691,0.12900496900081634
95,0.9479855108261108,0.14795053005218506,0.9545250034332275,0.1284401834011078
96,0.9479508590698242,0.14722263753414155,0.953642053604126,0.13058840990066528
97,0.9478377795219421,0.14755008935928346,0.9547659015655517,0.12741405248641968
98,0.9483642101287841,0.14627625823020934,0.9548454570770264,0.1269000482559204
99,0.9479559588432313,0.1473378199338913,0.9553920245170593,0.12604650139808654
100,0.9487735915184021,0.14468396544456483,0.9550988745689392,0.12682315111160278
101,0.9488968753814697,0.1445156067609787,0.9552545404434204,0.1262356585264206
102,0.9489766979217529,0.14506402969360352,0.9558318209648132,0.12483535885810852
103,0.9492656302452087,0.14358460545539856,0.9560681653022766,0.12401739001274109
104,0.9495505690574646,0.1429716670513153,0.9554363703727722,0.12515929818153382
105,0.9501528382301331,0.14133504927158355,0.9559454679489136,0.1244240128993988
106,0.9500823831558227,0.14203540921211244,0.9563147926330566,0.12298664748668671
107,0.9501414847373962,0.14168041229248046,0.955852267742157,0.12405667960643768
108,0.950596878528595,0.14026057600975037,0.95712726354599,0.12118436455726624
109,0.9510073852539063,0.13910857677459718,0.9564079761505127,0.12277270436286926
110,0.9505150532722473,0.1399164080619812,0.9567329716682434,0.12156122267246246
111,0.9512968778610229,0.1383057415485382,0.9571306824684143,0.1213316959142685
112,0.951649146080017,0.137632532119751,0.9574250078201294,0.12051495015621186
113,0.951570463180542,0.1371494084596634,0.9571397876739502,0.12109322190284728
114,0.9515306854248047,0.13766769111156463,0.9572170329093933,0.12100502669811249
115,0.9517250084877014,0.13739486575126647,0.9573124885559082,0.11989694535732269
116,0.9520218849182129,0.1356811311841011,0.9576261162757873,0.1194226622581482
117,0.9520576596260071,0.13587260782718658,0.9577920317649842,0.11891341090202331
118,0.9528170442581176,0.13439421415328978,0.9585386300086975,0.11707269251346589
119,0.9523321056365966,0.1345643723011017,0.9584227204322815,0.117497478723526
120,0.9525815320014953,0.1343189787864685,0.9579397797584533,0.1181126743555069
121,0.9529622125625611,0.13393858015537263,0.9585318231582641,0.11700648814439774
122,0.9529468703269959,0.13318606853485107,0.9585681819915771,0.1169712483882904
123,0.9529670453071595,0.13312906086444853,0.9585511350631714,0.11731410980224609
124,0.9533198857307434,0.13259337782859804,0.9588636374473571,0.11597187638282776
125,0.95367271900177,0.13142561078071593,0.9591772723197937,0.11549451440572739
126,0.9537747073173523,0.1314449393749237,0.958842043876648,0.1162749707698822
127,0.9534187483787536,0.13204551935195924,0.9583943200111389,0.11755134224891663
128,0.9535215711593628,0.1314472562074661,0.9594068241119384,0.11483349680900573
129,0.9541420412063598,0.13026973962783814,0.9593784022331238,0.114994235932827
130,0.9541042733192444,0.12995995879173278,0.9599795365333557,0.11361284732818604
131,0.9541684603691101,0.12937489449977874,0.9599215888977051,0.11377238631248474
132,0.9544693183898926,0.12910704135894777,0.9595068192481995,0.11458932369947433
133,0.9547016978263855,0.12893814265727996,0.9597897505760193,0.11382459610700607
134,0.954873857498169,0.1281908267736435,0.9600670433044434,0.11245372354984283
135,0.9548553943634033,0.1280897307395935,0.9595613503456115,0.11382969290018081
136,0.9548795390129089,0.128034428358078,0.9602784085273742,0.11210169404745102
137,0.9550869297981263,0.1278188383579254,0.9603761339187622,0.11232219576835632
138,0.9550693345069885,0.12736402153968812,0.959935212135315,0.1130265435576439
139,0.9554661846160889,0.12618987262248993,0.960511384010315,0.11162171870470047
140,0.9555130791664124,0.12544266909360885,0.9599409222602844,0.11257811456918716
141,0.955899429321289,0.12529508590698243,0.9604045534133911,0.11157193541526794
142,0.9557377910614013,0.12535397350788116,0.9608454704284668,0.11069565296173095
143,0.955709946155548,0.12539447009563445,0.9608261394500732,0.11102152466773987
144,0.9560980129241944,0.12431234389543533,0.9605602097511291,0.1113686791062355
145,0.955719051361084,0.1257839569449425,0.9604295301437378,0.11140292704105377
146,0.9560034060478211,0.12459653407335282,0.9609022855758667,0.1102225911617279
147,0.955946593284607,0.12492376655340194,0.9612988567352295,0.1096485561132431
148,0.9563340830802918,0.12376091539859772,0.9605965924263,0.11102563470602035
149,0.9563491559028625,0.12375308632850647,0.9609079432487487,0.1104889875650406
150,0.9562715935707092,0.12337861895561218,0.960923855304718,0.11018538057804107
151,0.9563161873817444,0.12288216680288315,0.9613852429389954,0.10895184069871902
152,0.9565036940574646,0.12290642499923705,0.9614852261543274,0.1085167634487152
153,0.9566920447349548,0.12206032752990723,0.9617102265357971,0.10849035650491715
154,0.9567454433441163,0.12246145009994507,0.961159086227417,0.1097066792845726
155,0.9569653415679932,0.1220033398270607,0.9614215874671936,0.10868232607841492
156,0.9571375107765198,0.12156059086322785,0.961263644695282,0.10921109676361083
157,0.9571926045417786,0.12096614986658097,0.9616624879837036,0.10819748818874358
158,0.9574369311332702,0.12029875665903092,0.9618295621871948,0.10822229027748108
159,0.957567903995514,0.12039582341909409,0.9618511462211609,0.1078338572382927
160,0.9577798271179199,0.11993190795183181,0.9618545484542846,0.10782909393310547
161,0.9574059557914734,0.1210288780927658,0.961956799030304,0.10746859520673752
162,0.9574011278152466,0.12022363185882569,0.9624113583564758,0.1063167092204094
163,0.9575184726715088,0.12008239090442657,0.9618397688865662,0.10768003880977631
164,0.9579002785682679,0.12002004742622376,0.9617465662956238,0.10785959631204606
165,0.9576971626281738,0.11925703972578049,0.9616329503059388,0.10836629360914231
166,0.9579980206489563,0.1191743242740631,0.9624102473258972,0.1063746926188469
167,0.9581451678276062,0.11856119960546493,0.9625465893745422,0.10560360997915268
168,0.9580207300186158,0.11892679572105408,0.9625841021537781,0.10593172490596771
169,0.957930965423584,0.11853817254304885,0.9623318099975586,0.10647465348243713
170,0.9586931800842285,0.11757164895534515,0.9623568081855773,0.10627827286720276
171,0.9585855102539063,0.11718461453914643,0.9628113532066345,0.10520978450775147
172,0.9584855079650879,0.11735786139965057,0.9619738674163818,0.10688593000173569
173,0.9587224531173706,0.11686630427837372,0.9627522850036621,0.10544469565153122
174,0.9586738562583923,0.11674291789531707,0.9627238750457764,0.10528457760810853
175,0.9590210270881653,0.1162168699502945,0.9629908990859986,0.10477684885263443
176,0.9589534091949463,0.1162904965877533,0.9628727197647095,0.1046519386768341
177,0.9593014216423035,0.11556017160415649,0.9627045464515686,0.10555575728416443
178,0.9590440392494202,0.11593980729579925,0.9629977345466614,0.10474433183670044
179,0.9590548324584961,0.11568976521492004,0.9625988721847534,0.10503080934286117
180,0.9590630626678467,0.1154863691329956,0.9626011443138123,0.10524477124214172
181,0.959047737121582,0.11588768184185028,0.9631602168083191,0.10370999932289124
182,0.9594374942779541,0.1152119955420494,0.9632329487800598,0.1037539941072464
183,0.9591326689720154,0.115155428647995,0.9629363536834716,0.10437183737754822
184,0.9595227336883545,0.11447225481271744,0.9633352279663085,0.10371642708778381
185,0.9596235752105713,0.1145341095328331,0.9631749820709229,0.10394032835960389
186,0.9592042708396912,0.11519346415996551,0.9629909205436706,0.10384428381919861
187,0.959241201877594,0.11529724717140198,0.9629579544067383,0.1041470730304718
188,0.959147436618805,0.11524898529052735,0.9626454734802246,0.10462965190410614
189,0.9596579575538635,0.11458689153194428,0.9631761455535889,0.10324529975652695
190,0.9597570967674255,0.11389848709106445,0.9632034349441528,0.10326278299093246
191,0.9601707315444946,0.11365011870861054,0.9633397746086121,0.10379937589168549
192,0.9601096606254578,0.1129625079035759,0.9636454510688782,0.1025402694940567
193,0.9601951742172241,0.11285734653472901,0.9636772871017456,0.10240167796611786
194,0.9599869394302368,0.11276661992073059,0.9632943105697632,0.10327171683311462
195,0.9602661800384521,0.11276759147644043,0.9639090919494628,0.10187375485897064
196,0.9601434659957886,0.11268187493085861,0.9632625079154968,0.10365607023239136
197,0.9601954603195191,0.11256227999925614,0.9633636379241943,0.10315750390291215
198,0.960351128578186,0.1124968859553337,0.9638624954223632,0.10200860530138016
199,0.9606380772590637,0.11196305453777314,0.9636568021774292,0.10253571033477783
200,0.9603232884407044,0.11240713775157929,0.9636102414131165,0.10259383499622345
201,0.9606880712509155,0.11156494319438934,0.9637329769134522,0.10194984287023544
202,0.9608326768875122,0.11111756026744843,0.9636818146705628,0.10214459002017975
203,0.960868752002716,0.11089864760637283,0.9638681817054748,0.10153832882642747
204,0.9608644890785217,0.11070027649402618,0.9635056734085083,0.10243046432733535
205,0.9609633588790893,0.11007612496614456,0.9640238547325134,0.10159290373325348
206,0.9609420490264893,0.11020179241895675,0.9636158990859985,0.10229205578565598
207,0.9605988574028015,0.11148962467908859,0.9638818335533142,0.10115479826927185
208,0.9608144807815552,0.11060067176818848,0.9639477276802063,0.10128036946058273
209,0.9611696147918701,0.1098235160112381,0.9642863845825196,0.10073487877845765
210,0.9611823773384094,0.10976643562316894,0.964157977104187,0.10118854194879531
211,0.9614289617538452,0.10931767851114273,0.9641386413574219,0.10115234106779099
212,0.961315062046051,0.1095559960603714,0.9641420221328736,0.10146226674318314
213,0.9613221645355224,0.11000426024198533,0.9644772863388061,0.100383220911026
214,0.9613642048835754,0.1092004543542862,0.9644647717475892,0.10019171327352523
215,0.961358814239502,0.10938456147909165,0.9641306829452515,0.10108454942703247
216,0.9618261432647706,0.10842769622802734,0.9643454432487488,0.10068311452865601
217,0.9616801047325134,0.10831208914518356,0.9639181828498841,0.10195973515510559
218,0.9611676168441773,0.10952294051647186,0.9642647743225098,0.10041314452886581
219,0.9614820957183838,0.1086472737789154,0.9644386100769043,0.10036974370479584
220,0.9617531323432922,0.10810286462306977,0.9645193195343018,0.09970332026481628
221,0.9619170451164245,0.10768217384815217,0.9641772627830505,0.100651575922966
222,0.9618596529960632,0.10818470120429993,0.9642431545257568,0.10064951866865159
223,0.9614556789398193,0.10867687106132508,0.9644818091392517,0.10056869387626648
224,0.9618855094909669,0.1079151651263237,0.9647011160850525,0.09985738337039947
225,0.9619193077087402,0.10784820079803467,0.9642602276802062,0.10081302762031555
226,0.9622832345962524,0.10694682568311692,0.9648215842247009,0.09933186799287796
227,0.9621460151672363,0.1070177572965622,0.9648022818565368,0.09928929001092911
228,0.9623338150978088,0.10691449284553528,0.9646522569656372,0.09941170364618301
229,0.9622255730628967,0.1069930362701416,0.9648693132400513,0.09923192381858825
230,0.9623272657394409,0.10650765657424927,0.9643863725662232,0.10060502886772156
231,0.962125563621521,0.10716493844985962,0.9645147490501403,0.1001830118894577
232,0.962125277519226,0.10676488429307937,0.9647465634346009,0.09999849319458008
233,0.9626488566398621,0.10648954212665558,0.9648840761184693,0.09886545479297638
234,0.9623704481124878,0.10643265843391418,0.9652113604545594,0.09845320403575897
235,0.962292320728302,0.10691550642251968,0.964613618850708,0.10010348469018936
236,0.9624608016014099,0.105589359998703,0.9648533868789673,0.09967807412147522
237,0.9625613641738892,0.10561583220958709,0.9652113485336303,0.09772055327892304
238,0.9624264240264893,0.10619615554809571,0.9647875165939331,0.09971661627292633
239,0.9627326798439025,0.10577818304300309,0.9650375151634216,0.09840938478708267
240,0.9629127907752991,0.10512107700109481,0.9650738668441773,0.09795025885105133
241,0.9625613713264465,0.10549961745738984,0.9649045372009277,0.0986705282330513
242,0.9627551126480103,0.10523559749126435,0.9646227121353149,0.09908225655555725
243,0.9626832294464112,0.10575107425451279,0.9651000142097473,0.09804514318704605
244,0.9629119348526001,0.10504646182060241,0.9652431631088256,0.09831273823976516
245,0.9629173350334167,0.10503050863742829,0.9648965787887573,0.09898615449666977
246,0.9630940246582032,0.10453134953975678,0.9652897787094116,0.09801596701145172
247,0.9632329487800598,0.10425648599863052,0.9652829456329346,0.09761503726243972
248,0.9635417819023132,0.10349060714244843,0.9651795172691345,0.09760249018669129
249,0.963183810710907,0.10395981252193451,0.9651375055313111,0.0981209123134613
250,0.9634954690933227,0.10335943043231964,0.9655420327186585,0.09700202465057373
251,0.963419315814972,0.1032220196723938,0.9653011226654052,0.09759689927101135
252,0.9632931685447693,0.10381650120019913,0.9653499937057495,0.09772982805967331
253,0.9635431957244873,0.10323645502328872,0.9654943203926086,0.09717904210090637
254,0.9633468747138977,0.1032061207294464,0.965627281665802,0.09704205632209778
255,0.9635571098327637,0.10295756548643112,0.9655090665817261,0.09732101947069167
256,0.9635911822319031,0.10323866486549377,0.9654840970039368,0.09713131487369538
257,0.9637926149368287,0.10276689499616623,0.9653000068664551,0.0977481722831726
258,0.9636389183998108,0.10328519403934479,0.9655159187316894,0.09722109586000442
259,0.9638252830505372,0.10265830188989639,0.9656022667884827,0.09702072978019714
260,0.9635701584815979,0.10305384933948517,0.9656465888023377,0.09681384056806565
261,0.9639727354049683,0.10212377727031707,0.9655738472938538,0.09717313557863236
262,0.9637857818603516,0.1021943011879921,0.9656363868713379,0.09692158728837967
263,0.9640835213661194,0.1020904889702797,0.9656272506713868,0.09665326714515686
264,0.9638329553604126,0.1027605077624321,0.9655158996582032,0.09722825795412064
265,0.9639749908447266,0.10195077508687973,0.9657602214813232,0.09667721867561341
266,0.9640227365493774,0.10231992214918137,0.9658022832870483,0.09653167426586151
267,0.9641079616546631,0.1016681781411171,0.9658454465866089,0.0962379515171051
268,0.9642298221588135,0.10144391179084777,0.9657113718986511,0.09674272835254669
269,0.9638744330406189,0.10173569351434708,0.9657181549072266,0.09663817912340164
270,0.9638477182388305,0.1021276956796646,0.9656863856315613,0.09649943381547928
271,0.9640627789497376,0.10173247367143631,0.9658466076850891,0.09641909927129745
272,0.9639784145355225,0.10196386516094208,0.9658443379402161,0.09615512400865554
273,0.9640676164627076,0.10192366927862168,0.9657602477073669,0.09659982323646546
274,0.9641659188270569,0.10166575193405152,0.9657488584518432,0.09654458999633789
275,0.9640329623222351,0.10190620005130768,0.9656613564491272,0.09659866362810135
276,0.9638312458992004,0.10209349185228347,0.9656761384010315,0.09666055500507355
277,0.9642073893547058,0.10145507216453552,0.9657033920288086,0.09647263765335083
278,0.9641957378387451,0.10161526083946228,0.9657238626480102,0.09645586371421815
279,0.9638429045677185,0.10188830435276032,0.9657784223556518,0.09628898531198501
280,0.964215624332428,0.1014382529258728,0.9657670474052429,0.09629039227962494
281,0.9642610836029053,0.10160033404827118,0.9658170390129089,0.09639679789543151
282,0.964124436378479,0.10169630587100982,0.9657488584518432,0.09636984765529633
283,0.9639943361282348,0.10174460530281067,0.9657818222045899,0.09628832221031189
284,0.9642599368095398,0.10161853224039077,0.9658681988716126,0.09623364210128785
285,0.9644491529464722,0.10093624442815781,0.9657818102836608,0.0963600218296051
286,0.9641971611976623,0.1015669584274292,0.9657897591590882,0.09633593112230301
287,0.9641982865333557,0.10146990925073623,0.9657795596122741,0.0963494223356247
288,0.9642843723297119,0.10117587178945542,0.9658079648017883,0.09624674499034881
289,0.9641895008087158,0.10119688004255295,0.9658784151077271,0.09609856575727463
290,0.9642798233032227,0.10139478653669358,0.9658420252799987,0.09617638945579529
291,0.964251708984375,0.10091495037078857,0.9658193039894104,0.09617836833000183
292,0.964071295261383,0.10193918645381927,0.9658136415481567,0.09635322898626328
293,0.9642034244537353,0.10165362805128098,0.9658431839942933,0.09628081887960434
294,0.9640946006774902,0.1015129992365837,0.9657897782325745,0.09626244962215423
295,0.964238338470459,0.10141384333372117,0.9658147716522216,0.09627306669950485
296,0.9643428897857667,0.10072462141513824,0.9658602070808411,0.09614641278982163
297,0.9641900634765626,0.10142810940742493,0.9658681774139404,0.0961339008808136
298,0.9640841007232666,0.1016477781534195,0.9658602380752563,0.09617666095495224
299,0.9642002820968628,0.10136748135089874,0.9658045268058777,0.0962174478173256
300,0.9641423249244689,0.10139901518821716,0.9658261585235596,0.09620217442512512
301,0.9642366409301758,0.10068499386310577,0.9658215761184692,0.09619599848985672
302,0.9641454577445984,0.10133264183998109,0.9658772706985473,0.09614896804094314
303,0.9643079495429993,0.10127274096012115,0.9658420705795288,0.09618070334196091
304,0.9643508648872375,0.10122730940580368,0.9658636474609374,0.09615989118814468
305,0.9641352200508118,0.10103338092565536,0.9658579468727112,0.09613955825567246
306,0.9640906238555909,0.10128889411687851,0.9658386421203613,0.09612987160682679
307,0.9643852210044861,0.10088382065296173,0.9658454322814941,0.09613264411687851
308,0.9642488551139832,0.10118197649717331,0.9658352160453796,0.09613147854804993
309,0.9642176103591918,0.10103631734848023,0.9658693313598633,0.0961109521985054
